job_posting_id,job_title,company_id,company,location_id,job_location,job_level,job_type
279,Data Scientist,279,Harnham,279,California  United States,Mid senior,Onsite
280,Software Data Engineer  Java,280,Jobs for Humanity,280,Boston  MA,Mid senior,Onsite
281,Principal Solutions Architect - Data & Analytics,281,McLane Company  Inc.,281,Temple  TX,Mid senior,Onsite
282,Investment and Product Analyst - DataTribe,282,DataTribe,282,Washington  DC,Mid senior,Onsite
283,Senior  Machine Learning Engineer,283,Blizzard Entertainment,283,Irvine  CA,Mid senior,Onsite
284,Senior Data Scientist  Computer Graphic,284,Blizzard Entertainment,284,Irvine  CA,Mid senior,Onsite
285,Lecturer - Engineering Data Science,285,University of Houston,285,Texas  United States,Mid senior,Onsite
286,Director  Ontology and Data Modeling,286,Jobs for Humanity,286,Fredericksburg  VA,Mid senior,Onsite
287,Lead Data Analyst – Marketing Strategy & Analytics (Bangkok-based  relocation provided),287,Agoda,287,Philadelphia  PA,Associate,Onsite
288,Senior Data Engineer (Python),288,Jobs for Humanity,288,Paris  TX,Mid senior,Onsite
289,Database Administrator,289,Parrish Medical Center,289,Titusville  FL,Mid senior,Onsite
290,Sr. BigData Developer (Onsite),290,SPAR Information Systems LLC,290,Mason  OH,Mid senior,Onsite
291,Senior Data Scientist (Relocate to HCMC  VietNam),291,MASAN Group,291,Silicon Valley  CA,Mid senior,Onsite
292,HR Operations & Admin Senior Analyst [NTT DATA],292,CareerBeacon,292,Vancouver  British Columbia  Canada,Mid senior,Onsite
293,Part Time Oncology RN - Registered Nurse FMLA Coordinator - Newport News,293,The US Oncology Network,293,Newport News  VA,Mid senior,Onsite
294,Manager - Platform Architect Collaboration & Data Analytic,294,Ahold Delhaize,294,Salisbury  NC,Mid senior,Onsite
295,Data Architect Level 2,295,Kforce Inc,295,Cincinnati  OH,Associate,Onsite
296,NBMLHD - Post Graduate Fellow – Clinical Superintendent Obstetrics & Gynaecology – Nepean Hospital- APPLY VIA ECREDENTIAL,296,NSW Health,296,Kingswood  New South Wales  Australia,Mid senior,Onsite
297,Senior Data Engineer - Azure Cloud Experience (ONLY),297,Templeton and Partners - Tech Recruitment,297,London  England  United Kingdom,Mid senior,Onsite
298,Enterprise Data Management (Technical),298,Techneaux Technology Services,298,Lafayette  LA,Mid senior,Onsite
299,Director  Ontology and Data Modeling,299,Jobs for Humanity,299,Harrisonburg  VA,Mid senior,Onsite
300,BI Data Analyst,300,Amick Brown - SAP  Cloud Technologies and Business Intelligence Staffing & Consulting,300,California  United States,Associate,Onsite
301,SQL Database Administrator,301,ACES,301,Carmel  IN,Associate,Onsite
302,Data and Funding Manager,302,ClickJobs.io,302,Norfolk  VA,Mid senior,Onsite
303,Senior Machine Learning Infrastructure Engineer,303,Gradient,303,Burlingame  CA,Mid senior,Onsite
304,Senior Biostatistician - Wearable Data Scientist,304,PharmiWeb.jobs: Global Life Science Jobs,304,Uxbridge  England  United Kingdom,Mid senior,Onsite
305,Freelance Senior Data Analyst,305,Creative Circle,305,New York  NY,Mid senior,Onsite
306,Azure Data Engineer,306,Phaxis,306,Charlotte  NC,Mid senior,Onsite
307,Senior Data Scientist,307,Prime Financial Technologies,307,San Francisco  CA,Mid senior,Onsite
308,Data Technology Team Lead – Mortgage Servicing,308,Heitmeyer Consulting,308,Buffalo  NY,Mid senior,Onsite
309,Information Services Unit Data Manager,309,Public Health Management Corporation,309,Philadelphia  PA,Mid senior,Onsite
310,Principal Enterprise Architect (Applications & Data),310,Oxford Nanopore Technologies,310,Oxford  England  United Kingdom,Mid senior,Onsite
311,Lead Well Data Analyst,311,Southwestern Energy,311,Spring  TX,Mid senior,Onsite
312,Lead Data Engineer,312,Jobs for Humanity,312,Atlantic City  NJ,Mid senior,Onsite
313,QE Data Engineer,313,ALIS Software LLC,313,Texas  United States,Mid senior,Onsite
314,Senior MLOps Engineer,314,Recruiting from Scratch,314,Detroit  MI,Mid senior,Onsite
315,Data Scientist/Senior Data Scientist,315,Coinbase,315,Seattle  WA,Mid senior,Onsite
316,Data Warehouse Project Manager,316,Jobot,316,Omaha  NE,Mid senior,Onsite
317,Lead Data Scientist,317,Snap Inc.,317,Palo Alto  CA,Mid senior,Onsite
318,Healthcare Data Analyst I,318,Health First,318,Brevard County  FL,Mid senior,Onsite
319,Senior Manager  Data Engineering,319,Dice,319,Plano  TX,Mid senior,Onsite
320,Lead Data Engineer (Fintech team) (Bangkok based  relocation provided),320,Agoda,320,Miami  FL,Mid senior,Onsite
321,Inventory Data Manager,321,Active Dynamics Group,321,Toronto  Ontario  Canada,Mid senior,Onsite
322,Sr Digital Data Analyst,322,Ameriprise Financial Services  LLC,322,Minneapolis  MN,Mid senior,Onsite
323,Senior Technical Program Manager  Datacenter Compute Server Software,323,NVIDIA,323,Austin  TX,Mid senior,Onsite
324,Senior Manager  Ontology and Data Modeling,324,Dice,324,Wilmington  DE,Mid senior,Onsite
325,Senior Staff Machine Learning Engineer,325,Coupang,325,Mountain View  CA,Mid senior,Onsite
326,Data Specialist,326,Amerit Consulting,326,Bronx  NY,Associate,Onsite
327,Data & Analytics Manager,327,REQ,327,Las Vegas  NV,Mid senior,Onsite
328,Data Manager,328,NYC Department of Environmental Protection (NYC DEP),328,All  MO,Mid senior,Onsite
329,Medical Lab Tech MLT PRN,329,Terre Haute Regional Hospital,329,Terre Haute  IN,Mid senior,Onsite
330,Database Business Analyst,330,NR Consulting,330,Jacksonville  FL,Mid senior,Onsite
331,Contractor - Epic Clarity Data Analyst,331,Deloitte,331,Idaho  United States,Mid senior,Onsite
332,Manager Data Integration,332,University of Victoria,332,Victoria  British Columbia  Canada,Mid senior,Onsite
333,Clinical Data Manager,333,Actalent,333,Richmond  VA,Mid senior,Onsite
334,Sr. MLOps Engineer,334,Warrior Tech Solutions,334,Dallas  TX,Mid senior,Onsite
335,Data Engineer - Senior,335,Republic National Distributing Company,335,Atlanta  GA,Mid senior,Onsite
336,Data Engineer Sr Manager - Enterprise Data Foundation,336,PepsiCo,336,Plano  TX,Mid senior,Onsite
337,Contractor - Epic Clarity Data Analyst - Revenue Cycle,337,Deloitte,337,New Mexico  United States,Mid senior,Onsite
338,Data Developer,338,Cayzen Technologies,338,Lacey  WA,Mid senior,Onsite
339,ML Postdoc Researcher - LLMs & Generative AI,339,Truveta,339,Seattle  WA,Mid senior,Onsite
340,Senior Data Scientist Managing Consultant,340,Jobs for Humanity,340,Chantilly  VA,Mid senior,Onsite
341,Staff Machine Learning Engineer  Series A,341,Recruiting from Scratch,341,Minneapolis  MN,Mid senior,Onsite
342,Technical Data Analyst,342,Prime Software Technologies  Inc.,342,McLean  VA,Associate,Onsite
343,Database Technical Analyst 4-Support,343,Oracle,343,Redwood City  CA,Mid senior,Onsite
344,Senior Data Engineer,344,TomoCredit,344,San Francisco  CA,Mid senior,Onsite
345,Director  Data Analysis,345,Jobs for Humanity,345,Shawnee  OK,Mid senior,Onsite
346,Data Scientist,346,Attain,346,Redwood City  CA,Mid senior,Onsite
347,Principal Software Engineer  Data,347,CLEAR (clearme.com),347,New York  NY,Mid senior,Onsite
348,Bigdata Lead with Production support exp,348,Diverse Lynx,348,Baskin  LA,Mid senior,Onsite
349,Manager  Data Loss Prevention (DLP) Engineer (Symantec),349,Jobs for Humanity,349,Paris  TX,Mid senior,Onsite
350,Lead Data Engineer,350,ClickJobs.io,350,Atlantic City  NJ,Mid senior,Onsite
351,Senior Manager  Data Center Infrastructure Mgt (DCIM/Controls),351,QTS Data Centers,351,Suwanee  GA,Mid senior,Onsite
352,Project Executive [NTT DATA],352,CareerBeacon,352,Ottawa  Ontario  Canada,Mid senior,Onsite
353,PRODUCTION MACHINE LEVEL I (Evening Shift Mon - Thurs),353,LISI AEROSPACE NORTH AMERICA,353,Torrance  CA,Mid senior,Onsite
354,Data Reporting Analyst,354,Robert Half,354,West Palm Beach  FL,Mid senior,Onsite
355,Staff Machine Learning Engineer  Series A,355,Recruiting from Scratch,355,St Louis  MO,Mid senior,Onsite
356,Data Entry and Validation Associate,356,Communication Technology Services (CTS),356,Marlborough  MA,Associate,Onsite
357,Contractor - Epic Clarity Data Analyst,357,Deloitte,357,Montana  United States,Mid senior,Onsite
358,Data Processor - Bldg 2 - 2nd Shift,358,Kalitta Air,358,Oscoda  MI,Mid senior,Onsite
359,Data Scientist (MMM),359,FocusKPI  Inc.,359,San Francisco  CA,Mid senior,Onsite
360,Manager  Anti-Money Laundering (AML),360,MNP,360,Greater Sudbury  Ontario  Canada,Mid senior,Onsite
361,Teacher - EL/ML (Long-Term Substitute),361,Jobs for Humanity,361,Osseo  MN,Mid senior,Onsite
362,Data Control Associate II  2nd Shift,362,FIS,362,West Deptford  NJ,Mid senior,Onsite
363,GenAI Lead Data Scientist  Corporate Vice President,363,Professional Diversity Network,363,New York  NY,Mid senior,Onsite
364,Sr. Data Architect Azure & Databricks#@New York / Weehawken  NJ (Day 1 onsite ),364,Diverse Lynx,364,Greater Syracuse-Auburn Area,Mid senior,Onsite
365,Configuration and CDRL Data Manager (CM/DM) III - Platform One,365,Applied Research Solutions,365,Texas  United States,Mid senior,Onsite
366,Application & Database Manager,366,Professional Diversity Network,366,Cambridge  MA,Mid senior,Onsite
367,Senior Business Data Analyst - Seasonal 6 months,367,Intuit,367,Mountain View  CA,Mid senior,Onsite
368,Assistant General Counsel  Privacy and Data Protection,368,Robinhood,368,Washington  DC,Mid senior,Onsite
369,Team Lead/ Senior Software Engineer-Database Internals,369,Inspur Group,369,Silicon Valley  CA,Mid senior,Onsite
370,Technical Lead (Java/XML) with Security Clearance,370,ClearanceJobs,370,Montgomery  AL,Mid senior,Onsite
371,Senior MLOps Engineer,371,Recruiting from Scratch,371,Washington  DC,Mid senior,Onsite
372,Manager  Data Engineering,372,Dice,372,Richmond  VA,Mid senior,Onsite
373,Vulnerability Analyst - Data & Systems,373,Jobs via eFinancialCareers,373,New York  NY,Mid senior,Onsite
374,Senior C++ Research Engineer: Databases & AI Startup,374,Unum,374,San Francisco  CA,Mid senior,Onsite
375,Senior Data Analyst with Security Clearance,375,ClearanceJobs,375,Reston  VA,Mid senior,Onsite
376,Lead Data Engineer (FinOps),376,ClickJobs.io,376,York  PA,Mid senior,Onsite
377,Staff Product Manager  Data Security,377,Databricks,377,Seattle  WA,Mid senior,Onsite
378,Mission Data Scientist  Senior with Security Clearance,378,ClearanceJobs,378,Fayetteville  NC,Mid senior,Onsite
379,Drupal Data Architect,379,CACI International Inc,379,Ashburn  VA,Mid senior,Onsite
380,Lead Data Engineer (Fintech team) (Bangkok based  relocation provided),380,Agoda,380,Houston  TX,Mid senior,Onsite
381,Lead CX Data Analyst,381,Vanguard,381,Malvern  PA,Mid senior,Onsite
382,Onsite Work Job for Data Architect- Banking and Payments Exp.,382,Dice,382,Morristown  NJ,Mid senior,Onsite
383,Senior Compiler Engineer – MLIR,383,NVIDIA,383,Hillsboro  OR,Mid senior,Onsite
384,Data Scientist,384,Corner Alliance,384,Chamblee  GA,Mid senior,Onsite
385,Registered Nurse - Nursing Data & Staffing Analyst at Veterans Affairs  Veterans Health Administration,385,Health eCareers,385,Chicago  IL,Mid senior,Onsite
386,Sr. Salesforce Data Cloud Solutions Architect,386,GoodRx,386,Seattle  WA,Mid senior,Onsite
387,2024 PhD Graduate – Data Science – System Performance Evaluation,387,The Johns Hopkins University Applied Physics Laboratory,387,Laurel  MD,Mid senior,Onsite
388,Hamley Steakhouse Executive Chef,388,Wildhorse Resort & Casino,388,Pendleton  OR,Mid senior,Onsite
389,Tech Lead - AI/ML  Specialist,389,Vanguard,389,Malvern  PA,Mid senior,Onsite
390,Marketing Data & Analytics Product Owner - Senior Directo,390,ClickJobs.io,390,Holbrook  MA,Mid senior,Onsite
391,Lead Data Engineer,391,Jobs for Humanity,391,New York County  NY,Mid senior,Onsite
392,Senior MDM Global Data Specialist Americas,392,SKF Group,392,Lansdale  PA,Mid senior,Onsite
393,2024 MLB Gameday Compliance Monitor (Seasonal),393,Major League Baseball (MLB),393,Washington  DC,Mid senior,Onsite
394,Senior Manager  Product  Card Data,394,Capital One,394,McLean  VA,Mid senior,Onsite
395,MLOps/Senior Software Developer - Artificial Intelligence / Machine Learning,395,Clio - Cloud-Based Legal Technology,395,Toronto  Ontario  Canada,Mid senior,Onsite
396,Manager/Expert Practitioner - Data & Analytics,396,North Highland,396,Atlanta  GA,Mid senior,Onsite
397,Sr. Manager - Data Assurance,397,Kraft Heinz,397,Chicago  IL,Mid senior,Onsite
398,Data Architect,398,Diverse Lynx,398,Auburndale  FL,Mid senior,Onsite
399,Data Journalist/Reporter (P&C Insurance),399,Verisk,399,Jersey City  NJ,Mid senior,Onsite
400,Database Administrator III,400,B.E.A.T. LLC,400,Carlisle Barracks  PA,Mid senior,Onsite
401,Director  Senior Quantitative Finance Analyst  AML Model Validator,401,Bank of America,401,Jersey City  NJ,Mid senior,Onsite
402,Sr. ML Engineer,402,Typeface,402,Palo Alto  CA,Mid senior,Onsite
403,Principal Associate  Ontologist and Data Modeling,403,Jobs for Humanity,403,Scranton  PA,Mid senior,Onsite
404,Manufacturing Data Engineer  Power Electronics Manufacturing,404,Tesla,404,Palo Alto  CA,Mid senior,Onsite
405,Contractor - Epic Clarity Data Analyst,405,Deloitte,405,Oklahoma  United States,Mid senior,Onsite
406,Data Migration Analyst,406,SPECTRAFORCE,406,Richmond Hill  Ontario  Canada,Mid senior,Onsite
407,Senior Manager  Data Center Infrastructure Mgt (DCIM/Controls),407,QTS Data Centers,407,Suwanee  GA,Mid senior,Onsite
408,Technologist II-Radiology  FT  Days  Barnes Crossing some weekends or MLT,408,North Mississippi Health Services,408,Tupelo  MS,Mid senior,Onsite
409,Staff Machine Learning Engineer  Software Vehicle Controls,409,Rivian,409,Palo Alto  CA,Mid senior,Onsite
410,Summer Intern - Aviation  Data Analysis & Forecasting,410,The Port Authority of New York & New Jersey,410,New York  NY,Associate,Onsite
411,Senior Internal Auditor – Anti Money Laundering (AML) / Financial Crimes,411,Interactive Brokers,411,Greenwich  CT,Mid senior,Onsite
412,Senior Advisor Crime Data & Analysis,412,DC Department of Human Resources,412,Long Beach  CA,Mid senior,Onsite
413,Manager/Sr. Manager  Market Access Data Science,413,Axsome Therapeutics  Inc.,413,New York  NY,Mid senior,Onsite
414,Configuration and CDRL Data Manager,414,Valiant-X Enterprise Corporation,414,San Antonio  TX,Mid senior,Onsite
415,Traveling MEP Superintendent - MSG - Data Centers,415,Turner Construction Company,415,Des Moines  IA,Mid senior,Onsite
416,Senior Software Engineer  Data Platform #3455,416,GRAIL,416,Menlo Park  CA,Mid senior,Onsite
417,Data Management Specialist,417,M2M Home Builder's Association,417,Spruce Grove  Alberta  Canada,Mid senior,Onsite
418,Open-Rank Faculty Position Data Science,418,Merrimack College,418,North Andover  MA,Mid senior,Onsite
419,Datadog Cloud Engineer Denver Colorado (3 days onsite),419,Anveta  Inc,419,Denver  CO,Mid senior,Onsite
420,Senior Data Engineer,420,MNP,420,Toronto  Ontario  Canada,Mid senior,Onsite
421,Data Governance Manager,421,Alpha People Pty Ltd,421,Sydney  New South Wales  Australia,Mid senior,Onsite
422,Senior Data Center Technician,422,The Select Group,422,Dallas  TX,Mid senior,Onsite
423,Senior Data Engineer,423,Credigy,423,Norcross  GA,Mid senior,Onsite
424,Future Opportunity- Data Engineering Consultant,424,Avanade,424,Concord  CA,Associate,Onsite
425,Staff Software Engineer - Data Science,425,Datadog,425,New York  NY,Mid senior,Onsite
426,Senior Python Developer for Data Engineering,426,Luxoft,426,New York  NY,Mid senior,Onsite
427,Volunteer: Help Us Tell our Story Using Juvenile Justice and Mental Health Data Intern Volunteer,427,VolunteerMatch,427,Elizabeth  NJ,Associate,Onsite
428,Quality Data Specialist Registered Nurse RN,428,Henrico  Parham & Retreat Doctors' Hospitals,428,Richmond  VA,Mid senior,Onsite
429,Manager of Marketing Strategy & Data Analysis,429,Atlanta Ballet,429,Atlanta  GA,Mid senior,Onsite
430,Engineering Manager  Document Database,430,Stripe,430,San Francisco  CA,Mid senior,Onsite
431,Clinical Research Data Specialist at University of Miami,431,Health eCareers,431,Miami  FL,Mid senior,Onsite
432,Senior Data Scientist,432,GovCIO,432,Rock Island  IL,Mid senior,Onsite
433,Financial Data Analyst,433,Talascend - Where Opportunities Await.,433,Beloit  WI,Mid senior,Onsite
434,Sr. Data Scientist,434,Anblicks,434,Dallas  TX,Mid senior,Onsite
435,GIS Specialist- Senior (Database Administration) (Remote),435,Serigor Inc,435,Raleigh  NC,Associate,Onsite
436,Sr. Associate  Data Configuration Management,436,L3Harris Technologies,436,Palm Bay  FL,Mid senior,Onsite
437,Environment Database Administrator,437,Columbia Technology Partners,437,Annapolis Junction  MD,Mid senior,Onsite
438,Senior Network Engineer - Data Center,438,Wells Fargo,438,Minneapolis  MN,Mid senior,Onsite
439,Principal Analyst--Data Steward and Automation Solutions,439,GlobalFoundries,439,Malta  NY,Mid senior,Onsite
440,Senior Data Scientist,440,Hilco Global,440,Northbrook  IL,Mid senior,Onsite
441,Data Center Manager,441,Extend Information Systems Inc.,441,Midland  MI,Mid senior,Onsite
442,Data Scientist,442,US AI,442,North Bethesda  MD,Mid senior,Onsite
443,Engineering Manager: Databases,443,Cloudflare,443,Denver  CO,Mid senior,Onsite
444,Senior MLS Engineer  Autonomous Driving Startup,444,Recruiting from Scratch,444,Emeryville  CA,Mid senior,Onsite
445,Database Administrator III,445,ManTech,445,Herndon  VA,Mid senior,Onsite
446,Senior  Data Scientist,446,Walmart,446,Bentonville  AR,Mid senior,Onsite
447,Medical Lab Scientist (MLS) - 0.8 FTE,447,Gundersen Health System,447,Wabasha  MN,Mid senior,Onsite
448,(Global Oil Gas) Senior Data Scientist Expert,448,MatchaTalent,448,Bismarck  ND,Mid senior,Onsite
449,Senior P-12 Research & Data Analyst,449,The Education Trust,449,Washington  DC,Mid senior,Onsite
450,Oracle Database Administrator,450,World Wide Technology,450,Kansas City  MO,Mid senior,Onsite
451,Financial Services Data Analyst,451,Experis UK,451,London  England  United Kingdom,Mid senior,Onsite
452,Data Reporting Manager - Power BI  Power Apps  Reporting,452,Infused Solutions,452,London  England  United Kingdom,Mid senior,Onsite
453,Data Architect Staff,453,QTC Management  Inc.,453,Virginia Beach  VA,Mid senior,Onsite
454,Data Scientist,454,Women in Data®,454,Edinburgh  Scotland  United Kingdom,Mid senior,Onsite
